School Number,School Code,Name,District,ENG,NEP,MATH,SCI,SOC,HPE,TAP,SAP,DIST,FIRST,SECOND,THIRD,PASS,FAIL,PASS PERCENT,SEM
4795,67050,PASHUPATI SECONDARY SCHOOL RANJHA,BANKE,47.1,43.9,52,49.8,49.5,38.3,20,20,0,9,11,0,20,0,100,48.51
4796,67051,BAL VIDYA MANDIR E M SCHOOL KOHALPUR,BANKE,48.4,62.6,71.4,49.6,60,56.3,12,12,0,12,0,0,12,0,100,55.23
4797,67052,MA VI DHUMBOJHI,BANKE,23.6,41.7,23.2,30.2,35.5,37.8,55,55,0,2,13,0,15,40,27.3,-5.09
4798,67053,JUNIOR CAMBRIDGE HIGH SCHOOL SADARLINE,BANKE,40.2,53.6,49.1,55.9,45,47.3,14,14,0,9,5,0,14,0,100,50.8
4799,67054,GYAN SAGAR MA VI PARASPUR,BANKE,15.1,34.9,12,20.3,29.8,33.3,21,21,0,0,1,0,1,20,4.8,-21.39
4800,67055,GYANODAYA VIDYA NIKETAN ENGLISH MEDIUM SCHOOL NEPALGU,BANKE,42.7,46.8,37.4,41.4,41.4,43,10,10,0,3,5,1,9,1,90,38.61
4801,67057,WATER PARK ENGLISH MEDIUM HIGH SCHOOL NEPALGUNJ,BANKE,58.6,50.5,59.6,52.4,54.1,41.7,11,10,0,10,0,0,10,0,100,55.19
4802,67058,GYAN PUNJ SECONDARY SCHOOL RAJHENA,BANKE,25.2,42.5,31.1,31.1,38.4,38,108,107,0,9,39,2,50,57,46.7,9.43
4803,67059,GYAN DEEP MA VI DALAIPURWA KAMDI,BANKE,19,35.9,18.1,21.1,28.6,28.4,51,50,0,0,9,1,10,40,20,-10.77
4804,67060,MARIGOLD ENGLISH BOARDING HIGH SCHOOL KARKADHOO,BANKE,51.6,43.7,48.1,48.5,56.3,45.5,16,16,0,10,5,0,15,1,93.8,46.4
4805,67061,HOLY LAND ENGLISH HIGH SCHOOL NEPALGUNJ,BANKE,49.3,43.4,30.3,40.4,48.9,43.3,8,8,0,2,3,0,5,3,62.5,20.46
4806,67062,SUN BEEN ENGLISH MEDIUM SCHOOL DHUMBOJHI,BANKE,53.1,52.5,68,54.6,53.6,49.3,17,17,1,15,1,0,17,0,100,55.57
4807,67063,LAXMI MA VI BARDAHAWA,BANKE,20.9,44.5,20.5,22.8,41.1,38.7,139,139,0,2,29,2,33,106,23.7,-6.31
4808,68000,PRIVATE BARDIA,BARDIA,15.9,30.8,14.8,19.5,32.8,29.4,49,49,0,0,3,0,3,46,6.1,-19.94
4809,68001,MAHAKAVI DEVKOTA MA VI MATHURAHARDWAR,BARDIA,26,41,39.3,29.5,39.6,37.1,56,56,0,6,14,7,27,29,48.2,8.6
4810,68002,AMAR SHAHEED DASHRATH CHAND MA VI RAJAPUR,BARDIA,21.4,46.1,31.3,27.6,34.2,34.8,136,133,0,10,26,7,43,90,32.3,-0.28
4811,68003,CHURE MA VI JUDPANI BAGNAHA,BARDIA,29,44.6,45.8,32.3,39.3,43.9,67,67,0,6,41,13,60,7,89.6,35.74
4812,68004,AMAR JYOTI MA VI SITAPUR,BARDIA,21.1,49.2,29.2,32.6,49.6,38.2,28,28,0,1,9,0,10,18,35.7,0.09
4813,68005,SHARADA MA VI MANPUR MAINAPOKHAR,BARDIA,17.4,38.9,26.1,25.9,32.1,42.2,175,175,0,3,27,3,33,141,18.9,-8.77
4814,68006,YUBAK MA VI JOGIGAUN,BARDIA,20,36.2,16.2,19,27.3,29.4,99,99,0,0,8,2,10,89,10.1,-16.52
4815,68007,TRIBHUVAN MA VI KAKAURA DEUDAKALA,BARDIA,23.2,46,38.2,29.5,40.1,39.4,96,96,0,10,29,4,43,53,44.8,7.91
4816,68008,KISAN MA VI BADALPUR,BARDIA,19.7,42,26.2,26.4,33.5,30.3,99,99,0,2,20,0,22,77,22.2,-7.86
4817,68009,EK PRIYA RATHOR MA VI PATABHAR,BARDIA,20.5,48,36.9,31.8,36.7,39.9,79,78,0,6,22,2,30,48,38.5,3.13
4818,68010,ANSHUBARMA MA VI MAGARAGADI,BARDIA,20.3,37.9,31.6,24.5,40.3,34.9,95,95,0,2,18,2,22,73,23.2,-7.53
4819,68011,JANATA MA VI GOLA,BARDIA,27.3,49,29,31.2,38.6,35.5,66,66,0,0,28,6,34,32,51.5,10.04
4820,68012,VIDYA JYOTI MA VI KANTHAPUR,BARDIA,23.3,49.8,26,32.3,44.8,39.1,50,49,0,3,18,1,22,27,44.9,6.78
4821,68013,TRIBHUVAN MA VI SURYA PATUWA,BARDIA,15.2,38.6,17.3,28.4,32.9,36,95,95,0,0,8,0,8,87,8.4,-17.51
4822,68014,SHUKRA MA VI SHUKRA BASTI TARATAL,BARDIA,32.1,49.9,25.3,23.7,32.8,35.1,80,80,0,7,20,2,29,51,36.3,1.81
4823,68015,JANATA MA VI BELAWA,BARDIA,19.9,37.9,35.6,26.7,36,38.3,38,38,0,1,10,4,15,23,39.5,1.56
4824,68016,NEPAL RASTRIYA MA VI DHODARI,BARDIA,21.1,41.4,17.6,23.4,32.3,31.2,67,66,0,0,6,4,10,56,15.2,-14.17
4825,68017,GURANSH MA VI SANOSHREE,BARDIA,29.1,46.4,32.2,34.3,45.1,42.5,116,116,0,6,58,9,73,43,62.9,19.49
4826,68018,BAGALAMUKHI MA VI GULARIYA,BARDIA,29.7,53.6,42.6,42.6,42.3,33.7,117,117,0,20,55,0,75,42,64.1,22.63
4827,68019,BHAGAWATI SAN MA VI TILKANA,BARDIA,23.1,49.5,29.4,29.7,44.6,39.5,62,62,0,4,18,1,23,38,37.1,2.25
4828,68020,PASHUPATI MA VI PASHUPATINAGAR,BARDIA,30.3,47.8,34.4,31.5,38.8,32.1,54,54,0,5,22,2,29,25,53.7,13.03
4829,68021,JAGADAMBA MA VI MADHEILA,BARDIA,22.6,42.1,40.4,35.6,33.6,45.5,95,95,0,4,41,5,50,45,52.6,12.29
4830,68022,SARASWOTI MA VI SHAKTIPUR,BARDIA,17.6,43.5,23.7,25.9,42.2,34.7,31,31,0,0,7,1,8,23,25.8,-7.34
4831,68023,JANATA MA VI RAMMAPUR,BARDIA,17.6,47.6,23.6,22,35.3,31,70,70,0,1,12,0,13,57,18.6,-10.95
4832,68024,MANPUR MA VI TAPARA,BARDIA,20.5,45.4,30.7,32.5,38.7,39.9,52,52,0,3,15,3,21,31,40.4,3.34
4833,68025,JANASEWA MA VI BAIDI,BARDIA,19.9,41.2,27.4,28,43.1,37.8,144,144,0,6,35,3,44,100,30.6,-1.34
4834,68026,PANCHAJANYA MA VI PADANAHA,BARDIA,16.8,42.9,24.1,20.5,36.1,31.2,79,79,0,0,8,1,9,70,11.4,-15.94
4835,68027,JANJYOTI SECONDARY BOARDING SCHOOL GULARIYA,BARDIA,56.6,55.5,72.3,47.4,62.3,58.1,32,32,4,25,2,0,31,1,96.9,54.41
4836,68028,BHRIKUTI MA VI DEUDHAKALA,BARDIA,19.8,41.3,28.6,30.3,42.1,41.8,88,88,0,1,24,1,26,62,29.5,-3.36
4837,68041,NEPAL RASTRIYA MA VI GODIYANA BHIMMAPUR,BARDIA,16.3,38.1,24.4,24.3,32.7,34.3,44,44,0,1,6,1,8,36,18.2,-11.85
4838,68042,JANAJYOTI MA VI BAKUWA SHIVAPUR,BARDIA,26.3,46,32.1,29.6,38.9,43.3,53,53,0,3,29,0,32,21,60.4,17.47
4839,68043,TRIBHUVAN MA VI KANCHANPUR,BARDIA,23.3,51,42.7,40,38.6,47.7,48,47,0,6,21,0,27,20,57.4,16.27
4840,68044,BAGESWORY ENGLISH MEDIUM SCHOOL GULARIYA,BARDIA,41.6,55.6,42.7,44.2,48.1,42.1,31,31,1,13,5,0,19,12,61.3,23.14
4841,68045,NEPAL RASTRIYA MA VI MOTIPUR BANSGADHI,BARDIA,24.9,42.4,29.1,32.2,45.9,43.2,127,124,0,10,39,0,49,75,39.5,5.04
4842,68047,RAM JANAKI ENGLISH BOARDING HIGH SCHOOL BHURIGAUN,BARDIA,44.1,52.9,62.6,41.7,49.7,47.6,22,22,1,13,7,0,21,1,95.5,48.56
4843,68049,KARNALI E M BOARDING SCHOOL NEULAPUR,BARDIA,56.6,54.1,79,50.4,61.1,54.2,10,10,1,9,0,0,10,0,100,56.86
4844,68050,SUNRISE SECONDARY BOARDING SCHOOL GULARIYA,BARDIA,59.8,62.2,75.2,59.3,60.3,48.6,12,12,3,9,0,0,12,0,100,59.39
4845,68051,NEPAL RASTRIYA SHAMBHU SHARAN MA VI KHAIRAPUR,BARDIA,25.7,49.5,38.9,37.6,42.9,33.1,62,62,0,5,32,1,38,24,61.3,18.38
4846,68052,DHRUBA MA VI TULSIPUR GULARIYA-5,BARDIA,20.8,39.6,32.9,24.7,38.2,37.9,38,38,0,2,7,4,13,25,34.2,-1.67
4847,68053,NE RA GANESH MA VI PRASENIPUR,BARDIA,27.6,46.5,40.7,33.5,38.4,33.1,44,43,0,4,22,7,33,10,76.7,27.02
4848,68054,SHREE NE RA PRA MA VI BHAISAHI,BARDIA,14.8,36.6,26.8,22.6,32.6,41.5,45,45,0,1,2,0,3,42,6.7,-19.37
4849,69000,PRIVATE BAJURA,BAJURA,15.5,39.1,28.7,21.2,46.4,34.3,14,14,0,0,3,0,3,11,21.4,-10.27
4850,69001,BHANODAYA MA VI NAUBIS,BAJURA,28.6,38.4,38.9,35.4,45.5,39.4,48,48,0,1,28,6,35,13,72.9,24.04
4851,69002,JANA PRAKASH MA VI KOLTI,BAJURA,24.2,40.7,29.9,27.9,48.5,36.9,78,77,0,3,25,3,31,46,40.3,3.7
4852,69003,SHAMBHU SUNANDA MA VI JUKOT,BAJURA,24.1,35.4,19.7,26,43.8,31.7,21,21,0,0,3,0,3,18,14.3,-14.96
4853,69004,MALIKA MA VI MARTADI,BAJURA,26,46.1,30.7,27.8,43.5,35.3,83,83,0,8,24,4,36,47,43.4,6.54
4854,69005,MASTESWORI MA VI DOGADI,BAJURA,19,29.3,25.5,20.3,39,27.2,11,11,0,0,3,0,3,8,27.3,-6.38
4855,69006,TRI SHAKTI MA VI BARABIS,BAJURA,22.1,33.8,27.8,32.2,45.1,38.1,39,39,0,0,9,3,12,27,30.8,-4.32
4856,69007,TRIBHUWANESHWARI MA VI CHHATARA,BAJURA,27.7,42.3,43.2,27.8,40.8,32.9,25,25,0,0,18,4,22,3,88,33.14
4857,69008,KANDA BHAWANI MA VI KANDA,BAJURA,18.7,27.7,22.7,19.9,31.1,26,32,30,0,0,1,2,3,27,10,-18.4
4858,69009,KIRTICHAUR MA VI MANAKOT,BAJURA,21.5,40.4,29.3,29,36.4,36.1,10,10,0,0,4,1,5,5,50,7.86
4859,69010,SWAMI KARTIK MA VI WAI,BAJURA,24.1,43,33.3,29.1,52.5,37.3,18,18,0,0,10,0,10,8,55.6,12.84
4860,69011,PASHUPATI MA VI TAPRA,BAJURA,26.8,37.8,36.8,32.6,48.4,41.8,5,5,0,0,3,0,3,1,60,20.6
4861,69012,RATNA MA VI SELIPHAL,BAJURA,22.5,32.8,35.4,29.2,40.5,32.9,78,78,0,0,15,15,30,48,38.5,0.36
4862,69013,KAILASH MA VI MAHATI,BAJURA,18.6,39.9,28.7,25.6,49.4,31.3,20,20,0,0,5,0,5,15,25,-7.74
4863,69014,TOLI DEWAL DANDA MA VI TOLI,BAJURA,28.4,43.2,46.2,29.9,43.1,32,30,30,0,0,18,6,24,6,80,27.4
4864,69015,DASHRATH MA VI AATICHAUR,BAJURA,24.4,41.8,32.6,27.3,42.6,35,20,20,0,0,8,1,9,11,45,5.21
4865,69016,BADI MALIKA MA VI DHIM,BAJURA,18.9,37.6,27.5,24.8,43.3,30.5,17,17,0,0,3,1,4,13,23.5,-9.43
4866,69017,JALPADEVI MA VI KHETIPATAL JUGADA,BAJURA,15.6,40.7,17.4,21.9,35.3,36.1,14,14,0,0,1,0,1,13,7.1,-19.91
4867,69018,SATYA MA VI PANDUSAIN,BAJURA,15.7,32.2,24.7,21.6,36.9,31.1,15,15,0,0,0,2,2,13,13.3,-17.16
4868,69019,BAL VIKAS MA VI MAJHPALI DAHAKOT,BAJURA,22,41.9,30.3,26.1,42.3,30.8,9,9,0,0,2,1,3,6,33.3,-3.53
4869,69020,MASTESWARI MA VI PANDHARA,BAJURA,27,43.4,37.9,26.6,40.4,33.6,49,49,0,0,28,8,36,13,73.5,23.76
4870,69022,KHAPAR DEWASTHALI MA VI GUDUKHATI,BAJURA,20.4,33.4,23.7,34.8,41.3,34.6,9,9,0,1,1,0,2,7,22.2,-8.44
4871,69024,NEPAL RASTRIYA MA VI JADANGA,BAJURA,26.8,50,30.2,28.3,42.7,36.6,17,17,1,0,7,1,9,8,52.9,12.14
4872,69028,DEWALKOT MA VI GOTRI,BAJURA,17.7,36.4,22.3,21.2,47.7,31.4,19,19,0,0,7,1,8,11,42.1,3.21
4873,70000,PRIVATE BAJHANG,BAJHANG,24,42.9,34.3,29.3,49.6,37.4,155,151,0,3,71,3,77,73,51,12.49
4874,70001,JANAPRIYA MA VI BAGADGAUN,BAJHANG,40,46.9,48,32.8,54.8,42.8,40,40,0,3,36,0,39,1,97.5,42.51
4875,70002,THALARA MA VI KHOLI THALARA,BAJHANG,28.4,40.8,42.2,38.6,51.9,35.5,53,53,0,3,32,5,40,13,75.5,26.64
4876,70003,SHANTI MA VI CHOUGHANPATA,BAJHANG,32.8,48.9,46.1,39.7,57.7,38.2,64,64,0,12,44,0,56,8,87.5,37.62
4877,70004,SARASWATI MA VI BIJGADA BUNGAL,BAJHANG,30.1,46.3,47.9,29.1,57,41.9,46,46,0,4,29,1,34,12,73.9,26.62
4878,70005,KHAPTAD MA VI KALUKHETI CHHANA,BAJHANG,34.1,53.7,51.9,38.1,58.1,41.1,31,31,0,8,22,0,30,1,96.8,44.14
4879,70006,DURGA BHAWANI MA VI TALKOT,BAJHANG,29.9,43.8,22.8,31.3,48.7,33.7,32,32,0,0,9,0,9,23,28.1,-5.41
4880,70007,BHAIRAV MA VI JHOTA,BAJHANG,25.5,45.4,35.9,35,49.7,39.1,38,38,0,2,23,1,26,12,68.4,22.28
4881,70008,CHAUNDHARY MA VI JUJI,BAJHANG,33,46.4,41.8,33,55.7,45.6,49,49,0,6,41,0,47,2,95.9,42.21
4882,70009,MAHADEV MA VI BUNGAL ATHPALI,BAJHANG,33.8,42.7,44.8,31.8,52.2,38.9,38,38,0,1,33,0,34,4,89.5,36.45
4883,70010,SATYABADI MA VI BHOPUR,BAJHANG,31.1,50.4,46.3,34.6,55.4,41.8,104,104,0,19,60,3,82,22,78.8,32.17
4884,70011,SUNKUDA MA VI CHIR,BAJHANG,30,47.1,39.5,34.6,59.6,42.2,45,45,0,2,33,0,35,10,77.8,28.91
4885,70012,JALAPA MA VI RITHAPATA DEWAL,BAJHANG,34,47,38.3,34.9,58.2,42.9,60,60,0,14,28,0,42,18,70,26.31
4886,70013,CHANDRODAYA MA VI BHADSAIN,BAJHANG,32.8,42.4,35.1,31.7,51,36.5,32,32,0,2,19,1,22,9,68.8,23.24
4887,70014,GARJEPANI MA VI RAYAL,BAJHANG,29.5,50.6,38.1,32.1,47.9,38.7,14,14,0,1,12,0,13,1,92.9,38.84
4888,70015,SURMA MA VI THAKUNNADA,BAJHANG,28.7,45.3,34.3,35,47.9,38.9,22,21,0,2,13,0,15,6,71.4,24.8
4889,70016,KEDAR MA VI DEULIKOT,BAJHANG,29.8,45.8,43.5,30.5,57.6,38,45,45,0,5,34,0,39,6,86.7,35.74
4890,70017,KULMAST JAN MA VI BHATEKHOLA,BAJHANG,26.4,45.2,38.7,30.6,50.3,40,47,47,0,2,29,2,33,14,70.2,23.36
4891,70018,MAHADEV MA VI LIM SYADY,BAJHANG,33.3,48.3,46,34.8,60.1,35.7,31,31,0,4,25,0,29,2,93.5,40.35
4892,70019,LAMATOLA MA VI LAMATOLA CHHANNA,BAJHANG,35.5,52.5,40.5,31.1,51,41,55,55,0,5,41,1,47,8,85.5,34.67
4893,70020,DURGA MA VI SAINPASELA,BAJHANG,36.1,50.8,43.2,30.5,57,42.3,35,35,0,4,29,0,33,2,94.3,40.74
4894,70021,MAHESWORY MA VI GADARAYA CHHANNA,BAJHANG,32.6,48.2,38.4,29.8,56.1,41.2,60,60,0,6,34,3,43,17,71.7,25.22
4895,70022,SUNI PIPAL CHAUR MA VI SUBEDA,BAJHANG,33.3,45.2,34.3,31.7,60.3,36.8,36,35,0,3,20,0,23,12,65.7,21.09
4896,70023,PANDU MA VI PADES HEMANTAWADA,BAJHANG,32.2,46.4,36.2,28.5,45.8,37,59,59,0,2,33,2,37,22,62.7,18.51
4897,70024,SHANTI MA VI PARAKATNE,BAJHANG,30.7,54.6,45.7,36.5,62.1,40.2,10,10,0,3,7,0,10,0,100,46.44
4898,70025,BETAL MA VI DEURA RATAPANI,BAJHANG,28.6,49.2,45.6,31.4,61.9,38.9,37,37,0,1,32,0,33,4,89.2,36.24
4899,70026,BANNICHOUR MA VI BANNICHOUR,BAJHANG,30.6,42,39.9,32.3,45.2,31,22,19,0,3,15,0,18,1,94.7,41.28
4900,70027,SATYAVADI MA VI JAYAPRITHVINAGAR,BAJHANG,30.7,51.9,39.8,35.3,56.2,46.3,19,19,0,5,10,0,15,4,78.9,31.94
4901,70028,GHACHAYA MA VI KOTDEWAL,BAJHANG,30.8,41.8,40.6,29.7,46.3,38.5,23,23,0,2,14,0,16,7,69.6,23.48
4902,70029,BHAWANI MA VI MADAUKATNE THALARA,BAJHANG,27.6,41.5,33.8,29.7,47.4,32.4,22,22,0,1,5,6,12,10,54.5,9.85
4903,70030,DEVESHWARY MA VI DEULEKH,BAJHANG,28.3,48.3,46.7,32.2,46.7,39.7,12,12,0,1,10,1,12,0,100,42.87
4904,70031,SHARADA MA VI DANGAJEE,BAJHANG,23.6,43.3,29,29,46.7,40.6,25,25,0,0,8,0,8,17,32,-2.92
4905,70032,CHANDRA MA VI DAHABAGAR GIRAU,BAJHANG,27.5,48.7,38.4,42,50.9,45.3,12,12,0,1,8,0,9,3,75,26.89
4906,70033,SATYA MA VI TOLICHOUR BUNGAL,BAJHANG,24.1,40.9,39.6,34.4,46.7,34.4,18,18,0,1,10,0,11,7,61.1,17.29
4907,70034,MAHENDRA MA VI DAHABAGAD,BAJHANG,24.6,35.5,32.4,28.7,50,34.5,30,30,0,0,11,0,11,19,36.7,0.32
4908,70035,SHIKSHODAYA MA VI BAGTHALA,BAJHANG,36.2,43.8,43,33.1,58.8,46.2,17,17,0,4,11,0,15,2,88.2,37.82
4909,70036,BAL BIKASH MA VI GOLAI,BAJHANG,34.1,48.3,38.9,27.7,50.9,41.7,43,43,0,2,27,0,29,14,67.4,21.92
4910,71000,PRIVATE ACHHAM,ACHHAM,15.8,34.6,26.8,29.3,40.1,34.5,20,19,0,0,2,1,3,16,15.8,-14.55
4911,71001,MAHENDRA MA VI BAYALPATA,ACHHAM,25.2,43.1,26.4,25,48.8,37,125,125,0,7,39,1,47,78,37.6,3.37
4912,71002,SHODASHA DEVI MA VI MANGALSEN,ACHHAM,24.3,40.2,35.5,32.2,46.7,37.2,144,143,0,11,53,4,68,75,47.6,10.48
4913,71003,VIDDHYA MANDIR MA VI BINAYAK,ACHHAM,33.3,48.5,32.4,29.8,53.1,41.4,87,87,0,4,50,0,54,33,62.1,19.13
4914,71004,TRIPURA SUNDARI MA VI SHRIKOT,ACHHAM,20.4,38.8,30.4,24.3,43.1,32.6,123,121,0,6,30,3,39,82,32.2,-0.59
4915,71005,ANNAPURNA MA VI KALAGAON,ACHHAM,30.5,45.7,32.7,29.7,50.3,35.3,89,89,0,6,47,1,54,35,60.7,18.37
4916,71006,JANATA MA VI MELLEKH,ACHHAM,24.5,41.7,23.8,24.8,46.9,38.7,86,86,0,0,24,8,32,54,37.2,0.74
4917,71007,JALPA DEVI MA VI DHANKU,ACHHAM,28.1,42.4,38.4,29.9,42.1,38.4,65,64,0,1,38,7,46,17,71.9,24.13
4918,71008,YASHODA MA VI NETAKOT,ACHHAM,29.9,46.3,54.2,28.5,47.1,35.6,34,34,0,4,20,2,26,8,76.5,28.1
4919,71009,KALIKESHWARI MA VI TURMAKHAND,ACHHAM,33.8,49,40.6,33.2,51.7,37.6,52,52,0,3,39,2,44,7,84.6,33.89
4920,71010,SIDDHESHWORI MA VI DHAMALI,ACHHAM,29.9,46.4,37.7,37.6,48,37.3,64,64,0,2,44,3,49,15,76.6,27.78
4921,71011,BETALMANDAU MA VI GHUGHURKOT,ACHHAM,29,42.2,28.1,27,44.1,33.1,56,56,0,2,17,8,27,29,48.2,7.51
4922,71012,RASTRIYA MA VI BAWALA,ACHHAM,28.9,46.1,31.2,29.3,41.2,32.9,37,37,0,2,13,3,18,19,48.6,8.34
4923,71013,PRABHA DHAMKOT MA VI PRABHA,ACHHAM,25.8,43.8,35,28.5,46.1,37.3,50,50,0,1,24,7,32,18,64,17.88
4924,71014,HIMALAYA MA VI KHALSAIN,ACHHAM,21.4,39.8,23.3,20.8,44.1,35.2,104,104,0,2,19,6,27,77,26,-5.88
4925,71015,KALIKA MA VI BALDANDA JUPU,ACHHAM,29.1,39.1,35.5,24.1,44.4,31.1,60,60,0,0,35,7,42,17,70,22.54
4926,71016,BAIJANATH MA VI PAYAL,ACHHAM,22.9,38.8,34.2,26.5,44.8,33.8,56,55,0,1,25,0,26,29,47.3,8.18
4927,71017,KALIKA DEVI MA VI HICHMA,ACHHAM,23.5,37.9,31.1,25.9,39.1,36.2,72,71,0,0,21,7,28,42,39.4,2.25
4928,71018,SARASWATI MA VI JAYAGADH,ACHHAM,35.6,46.9,37.2,27.3,52.6,37.7,115,115,0,7,90,3,100,15,87,36.36
4929,71019,BHAWANI DEVI MA VI PULLETOLA,ACHHAM,27.9,38,33.9,30.7,48.7,36.5,40,40,0,0,20,7,27,13,67.5,19.43
4930,71020,MALIKA MA VI BARALA,ACHHAM,28.5,38.6,38,24.7,44.8,37.7,24,24,0,0,16,0,16,8,66.7,20.46
4931,71021,BINDHYABASINI MA VI MAJHETHANA DARNA,ACHHAM,32.9,36,35.9,28.7,46.4,34.4,49,49,0,0,35,3,38,11,77.6,27.62
4932,71022,SIUDI MA VI CHAURPATI,ACHHAM,16.8,30.6,29.1,17.6,34.1,32.4,16,16,0,0,0,2,2,14,12.5,-17.61
4933,71023,BASUNDHARA MA VI THALPATA,ACHHAM,28.1,41.3,36.2,34.7,47,34.5,34,34,0,1,24,2,27,7,79.4,28.98
4934,71024,PASHUPATI MA VI CHALSA,ACHHAM,27.9,42,39.5,28.7,43.5,34.1,59,59,0,2,31,10,43,16,72.9,23.9
4935,71025,SURYA CHANDRA MA VI KALIMATI,ACHHAM,27.4,42.3,32.6,26.7,48.8,36.3,50,50,0,5,20,2,27,23,54,13.22
4936,71027,NANDA MA VI BAHUNGAON,ACHHAM,30.4,43.6,45.2,28.8,49.5,36.7,39,39,0,2,30,0,32,7,82.1,31.77
4937,71028,NEPAL RASTRIYA MA VI CHAPHAMANDAU,ACHHAM,30.4,44.3,25.6,28.1,45,37.9,62,62,0,1,21,5,27,35,43.5,4.9
4938,71029,VIDHYA PRAVODHINI MA VI GHODASAIN,ACHHAM,23,39.7,32.8,27.6,41.8,34.2,56,55,0,1,26,2,29,26,52.7,11.47
4939,71030,NEPAL RASTRIYA MA VI BAYALA,ACHHAM,25.8,37.3,26.3,23.6,38.8,31.4,26,26,0,0,7,1,8,18,30.8,-4.15
4940,71031,SARASWATI MA VI JHANTA BATULASEN,ACHHAM,29.8,49.5,48,32.9,49,40.6,46,46,0,2,39,1,42,4,91.3,37.81
4941,71032,DASH PALLE PANI MA VI SOKOT,ACHHAM,12.1,29.6,13.9,11,40.3,24,15,14,0,0,0,0,0,14,0,-24.73
4942,71033,MANGALA NEPAL RASTRIYA MA VI OLIGAUN,ACHHAM,17.1,33.8,22.2,28.6,42.4,31,87,87,0,0,10,3,13,74,14.9,-13.63
4943,71034,DAYA PIPAL TOLA MA VI LUNGRA KHAPARMANDU,ACHHAM,22.7,39.3,27.3,29.4,51,33.3,50,49,0,1,15,2,18,31,36.7,0.54
4944,71035,PURNA CHANDRA MA VI BHATAKATIYA,ACHHAM,21.4,41.9,32.1,17.3,40.3,30.8,30,27,0,0,9,0,9,18,33.3,-1.99
4945,71036,KALIKA MA VI PATALKOT,ACHHAM,15.1,33.5,19,22.5,43,35.7,31,31,0,0,5,1,6,25,19.4,-11.7
4946,71037,ASTSIDDHI MA VI DHUNGACHALNA,ACHHAM,30.6,46.1,38.8,32.1,42.6,37.2,9,9,0,2,4,2,8,1,88.9,35.54
4947,71038,BUDHAKOT MA VI BUDHAKOT,ACHHAM,18.3,37.1,18.3,25,44.8,35.1,33,33,0,0,2,1,3,30,9.1,-18.56
4948,71039,PIPAL CHAUR MA VI BEGUDA,ACHHAM,29.3,40,39.5,28.1,45,36.9,27,27,0,0,23,3,26,1,96.3,39.31
4949,71040,AISHWARYA MA VI DRANA-4,ACHHAM,32.4,48.4,40.4,27.8,49.8,38.2,60,60,0,2,44,3,49,11,81.7,31.14
4950,72000,PRIVATE DOTI,DOTI,13.7,28.9,18.5,18.5,35,29.2,10,8,0,0,1,0,1,7,12.5,-16.41
4951,72001,PADMA PUBLIC MA VI SILGADHI,DOTI,26,45.1,32.3,29.1,47,39,119,118,0,6,45,6,57,61,48.3,9.94
4952,72002,GHANTESHWAR MA VI KUNDIKOT JORAYAL,DOTI,15.1,35.5,16.8,25.9,45.4,36,49,49,0,1,5,0,6,43,12.2,-15.55
4953,72003,PRABHAT MA VI DEHIMANDAU,DOTI,22.5,42.6,34.4,33.8,47.4,38,29,29,0,3,10,0,13,16,44.8,7.1
4954,72004,SHARADA MA VI MUDBHARA,DOTI,19.3,39.3,21.3,27.4,45.7,38,53,53,0,0,9,0,9,44,17,-12.53
4955,72005,SITARAM MA VI UCHCHAKOT,DOTI,26.1,47.7,37.7,32.5,46.6,42.6,40,40,0,6,17,0,23,17,57.5,16.45
4956,72006,KHATYADI MA VI CHAWARA CHAUTARA,DOTI,28.4,42.6,19.1,22.9,46.5,35.9,34,34,0,1,5,0,6,28,17.6,-12.07
4957,72007,DILPESHWAR MA VI DIPAYAL,DOTI,35.7,52.7,36.5,29.8,57.3,44.8,80,80,0,7,45,4,56,24,70,24.32
4958,72008,JHIME MALIKA MA VI WAYAL DURGAMANDU,DOTI,15.4,34.7,14.6,23.4,38.9,30.9,39,39,0,1,1,0,2,36,5.1,-19.84
4959,72009,RAGHUNATH MA VI NIRAULI,DOTI,23,47.8,21.1,31.7,57.2,40.3,20,19,0,2,3,0,5,14,26.3,-5.56
4960,72010,SARASWOTI MA VI SANAGAUN,DOTI,29.6,47.1,36.3,35.5,55.3,40,22,22,0,2,17,1,20,2,90.9,37.43
4961,72011,BHAWANI MA VI LUSHAKOT,DOTI,19.2,40.3,31.3,19.3,42.9,31.2,23,23,0,0,3,2,5,18,21.7,-10.83
4962,72012,KEDARESHWAR MA VI KAPALLEKI,DOTI,30.5,44.8,30.8,29.5,51.2,44.9,13,13,0,3,3,0,6,7,46.2,9.29
4963,72013,PABITRA SECONDARY BOARDING SCHOOL SILGADHI,DOTI,37.2,53.5,41.5,35,58.6,46.9,62,62,1,26,16,0,43,19,69.4,28.71
4964,72014,KEDARESHWOR MA VI LANA RANTOLAR,DOTI,22.8,46.5,31.7,33.6,50.5,33.3,26,26,0,0,8,0,8,18,30.8,-3.74
4965,72015,RADHA KRISHNA MA VI TILTALI,DOTI,35,51.2,48.2,31.2,60.3,44.3,27,27,0,7,15,0,22,5,81.5,33.75
4966,72016,RADHA KRISHNA MA VI TIJALI,DOTI,29.7,52.2,32.4,31.8,54.4,41.6,10,10,0,1,5,0,6,4,60,16.94
